year,ret,cagr,sharpe,mdd,n,win,bnh,blocked
2021,0.0,0.0,0.0,0.0,0,0.0,409.1411076485703,True
2022,14.07491049150542,14.116187112383027,0.5063215735638307,-47.82829696250454,228,0.43859649122807015,-67.56792631721522,False
2023,12.175669769459162,12.21108340401269,0.0,0.0,1,1.0,92.5446492116787,False
2024,23.084707158424568,23.084707158424568,1.1197093654100294,-6.463676370919319,11,0.36363636363636365,46.26167614390317,False
2025,9.355254092708275,9.382125020632671,0.41776404414627644,-24.9010932779941,129,0.4263565891472868,-11.421401684889766,False
2026,-20.016065461724953,-51.70602687000785,-2.356000224770519,-20.016065461724956,31,0.2903225806451613,-20.689411764705888,False
